nama,sinta_id,dept,sinta_score,sinta_3yr_score,scopus_h_index,gs_h_index
ALI KUSRIJADI,6071327,Pendidikan Kimia (S1),114,21,0,6
DEWI MUNAWWARAH SYA BANI,6682556,Pendidikan Seni Rupa (S1),37,21,0,1
"DR. NANDI WARNANDI, M.PD",6126191,Pendidikan Khusus (S1),77,21,0,3
SUDEWI,5995040,Pendidikan Tata Boga (S1),76,21,0,3
GEBI DWIYANTI,6683479,Unknown,170,21,3,10
RISTY JUSTICIA,6681885,PGPAUD Kampus Purwakarta (S1),78,21,0,5
LIRA FESSIA DAMAIANTI,6683931,Psikologi (S1),42,21,0,0
DELITA SEPTIA ROSDIANA,6726328,Gizi (S1),74,21,0,1
SRI WIYANTI,5982361,Bahasa dan Sastra Indonesia (S1),70,14,0,1
RESTI INDRIARTI,6762460,Pendidikan Manajemen Perkantoran (S1),17,14,0,1
ERNA KRISNANTO,6126833,Arsitektur (S1),156,14,1,3
SUGIHARTONO,5995250,Pendidikan Bahasa Jepang (S1),18,14,0,1
ALIT RAHMAT,6200015,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",49,14,0,0
MUTHIA ALINAWATI,5995433,Teknologi Pendidikan (S1),71,14,0,4
ANDI SURYADI,6722180,Pendidikan Seni Rupa (S1),14,14,0,0
KARPIN,5994951,Pendidikan Tata Boga (S1),36,14,0,3
GILANG GINANJAR HIDAYATULLAH,6747022,PGSD Penjas Kampus Sumedang (S1),15,14,0,1
"IFA HANIFAH MISBACH, S.PSI., M.A.,PSIKOLOG",6798599,Psikologi (S1),89,14,2,2
WILDAN NURHIDAYAT,6745733,Industri Pariwisata (S1),30,29,0,0
HARPA SUGIHARTI,6706287,Pendidikan Akuntansi (S1),47,29,0,2
ASHANTI WIDYANA,6745826,Pendidikan Bahasa Korea (S1),35,29,0,1
DIAH ZALEHA WYANDINI,6124256,Psikologi (S1),84,29,0,2
ARIM NASIM,6009264,Magister Ilmu Akuntansi (S2),128,29,0,5
BADRU ZAMAN,6126038,Pendidikan Guru Pendidikan Anak Usia Dini (S1),170,29,1,9
ARIESSA RACMADHANY,6127790,Pendidikan Bahasa Perancis (S1),63,29,0,2
LES PINGON,6737713,Desain Produk Industri Kampus Tasikmalaya (S1),30,29,0,1
YOGI AKIN,5993593,PGSD Penjas Kampus Sumedang (S1),120,29,1,4
NUNUNG SITARESMI,5993254,Bahasa dan Sastra Indonesia (S1),80,29,0,4
NANANG DWI ARDI,257201,Fisika (S1),453,19,4,6
ERNALIS,6123293,Unknown,89,19,0,2
ANGGIT MERLIANA,6745972,PGSD Kampus Tasikmalaya (S1),21,18,0,3
ASEP SUDARSYAH,5985740,Administrasi Pendidikan (S1),146,18,0,6
SYIFA FAJAR MAULANI,6787008,Logistik Kelautan (S1),21,18,0,2
TOTO FATHONI,5995741,Teknologi Pendidikan (S1),86,18,1,6
ARI ARASY MAGISTRA,6691525,Pendidikan Guru Sekolah Dasar (S1),18,18,0,0
GITA SISWHARA,5978179,Manajemen Pemasaran Pariwisata (S1),53,18,0,2
MIMIN NURJHANI K,6126071,Pendidikan Biologi (S1),107,18,0,1
KHOLID ABDULLAH HARRAS,5993658,Bahasa dan Sastra Indonesia (S1),47,18,0,0
ANIRA,6745717,PGSD Pendidikan Jasmani (S1),27,12,0,2
YAYAN SUNARYA,5975363,Unknown,222,12,0,13
FITRINA KURNIATI,6753806,Pendidikan Akuntansi (S1),19,12,0,1
ASEP AHMAD RURI IRWANTO,6125297,Unknown,17,12,0,1
HAFDARANI,6144965,Pendidikan Bahasa Jerman (S1),43,12,0,1
YULIA PUSPITA,5995496,Pendidikan Seni Rupa (S1),42,12,0,2
MELIA HANDAYANI,6787010,Logistik Kelautan (S1),13,11,0,2
ICHWAN NUL ICHSAN,6721201,Sistem Telekomunikasi (S1),13,11,0,2
WORO PRIATINI,6148424,Manajemen Industri Katering (S1),65,11,0,3
SUMIYATI,5984822,Unknown,131,11,1,7
TJUTJU SOENDARI,6127679,Unknown,132,10,0,8
CICIH SUTARSIH,6722015,Administrasi Pendidikan (S1),188,10,0,2
AMSOR,6681838,Pendidikan Fisika (S1),91,10,1,1
YADI RUKMAYADI,6755804,Desain Komunikasi Visual (S1),19,10,0,2
MEMEN DURACHMAN ,5994265,Bahasa dan Sastra Indonesia (S1),48,10,0,4
PEBI YUDA PRATAMA,6745867,Teknik Logistik (S1),13,10,0,1
HENDRI WINATA,5994640,Pendidikan Manajemen Perkantoran (S1),186,9,0,9
ALI MECCA,6653045,Ilmu Komunikasi (S1),32,9,0,1
SUMARDIYANTO,5995197,Unknown,44,9,0,3
FAQIH SAMLAWI,5994693,Pendidikan Akuntansi (S1),13,9,0,0
SUMIYATI,5984822,Unknown,131,11,1,7
ANDINI SETYA ARIANTI,6751563,Pendidikan Ilmu Komputer (S1),23,11,0,0
ROSIANA MUFLIVA,6134306,Pendidikan Guru Sekolah Dasar (S1),20,11,0,1
AYAT SURYATNA,5995309,Unknown,43,11,0,3
FRANSISCA SUDARGO,6671525,Unknown,307,11,2,11
RIJAL KHAERANI,6722119,Manajemen Pemasaran Pariwisata (S1),39,11,0,1
ISMAIL YUSUF,6146933,Kewirausahaan Kampus Tasikmalaya (S1),26,11,0,0
DENNY ISKANDAR,5993449,Pendidikan Bahasa Dan Sastra Indonesia (S1),35,11,0,3
MIRNA NUR ALIA ABDULLAH,5993465,Pendidikan Sosiologi (S1),476,11,0,4
SUWIRTA,5977199,Pendidikan Sejarah (S1),201,11,0,13
HERY SANTOSA,5995985,Pendidikan Seni Rupa (S1),37,8,0,0
META ARIEF,5994696,Manajemen (S3),127,8,0,0
ELIN ROSALIN,6664208,Administrasi Pendidikan (S1),108,8,0,7
ASTUTI,6000351,Pendidikan Tata Busana (S1),28,8,0,0
GILANG GARNADI SURYADI,6746164,Pendidikan Teknologi Agroindustri (S1),10,8,0,1
UUS KUSNADI,6133577,PGSD Kampus Cibiru (S1),25,8,0,0
ANDRI PAHRULROJI,6779729,Desain Produk Industri Kampus Tasikmalaya (S1),8,7,0,1
"YOGA PERDANA, S.E,, M.S.M",6681836,Manajemen (S1),41,7,0,3
DADANG SULAEMAN,5995188,Pendidikan Seni (S2),14,7,0,1
YAKUB MALIK,6148712,Survey Pemetaan dan Informasi Geografis (D3),85,7,0,0
HENRI NUSANTARA,6125366,Pendidikan Seni Musik (S1),25,7,0,1
DUDUNG GUMILAR,5994435,Pendidikan Bahasa Perancis (S1),20,7,0,1
YAKUB MALIK,6148712,Survey Pemetaan dan Informasi Geografis (D3),85,7,0,0
AGUS SUPRIYATNA,6006300,Pendidikan Seni Tari (S1),67,7,0,2
RISYA LADIVA BRIDHA,6768380,Manajemen Industri Katering (S1),11,7,0,1
NANI HARTINI,6125291,Administrasi Pendidikan (S1),46,7,0,1
D NUNU HERYANTO,5994739,Unknown,32,7,0,0
WAWAN HERMAWAN,6683394,Unknown,17,7,0,1
KUKUH PRAKOSO,6689126,Unknown,15,7,0,3
OKTOVIANA NUR AJID,6745718,Kepelatihan Fisik Olahraga (S1),20,7,0,1
ASKOLANI,6686495,Manajemen (S1),74,13,0,2
ENDA PERMANA,6721296,Unknown,33,13,0,3
RD. DELLA NURIDAH K.S.A.,6681781,Pendidikan Bahasa Inggris (S1),73,13,2,3
SETYANINGSIH RACHMANIA,5996856,PGSD Kampus Cibiru (S1),23,13,0,2
MARISA NOVIYANTI FAJRAH ILSYA,6798192,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",13,12,0,1
DENNY ANDRIANA,5996554,Akuntansi (S1),106,12,0,6
ADI ARDIANSYAH,6128192,Pendidikan Teknik Arsitektur (S1),23,12,0,1
SIFA RINI HANDAYANI,6681423,Keperawatan Kampus Sumedang (S1),18,12,0,2
FAUJIAN ESA GUMELAR,6745753,Pendidikan Sejarah (S1),21,12,0,1
ANIRA,6745717,PGSD Pendidikan Jasmani (S1),27,12,0,2
NANA GANDA,6141449,PGSD Kampus Tasikmalaya (S1),71,16,0,7
GUMILAR PRATAMA,5996006,Unknown,33,16,0,1
RUSWANDI HERMAWAN,6002408,Pendidikan Guru Sekolah Dasar (S1),108,16,0,7
SYAIFULLAH,6035861,Pendidikan Sosiologi (S2),110,16,0,5
MELIA DEWI JUDIASRI,6104059,Pendidikan Bahasa Jepang (S1),52,16,0,3
HENDRO MURTIANTO,6115607,Pendidikan Geografi (S1),53,16,0,3
BEBEN BARNAS,6046740,Pendidikan Seni Tari (S1),60,16,0,1
EUIS FARIDA,6000811,Unknown,24,16,0,0
MIMIN WIDANINGSIH,6140348,Akuntansi (S1),55,16,0,5
FAHRY AHMAD,6750781,Manajemen Pemasaran Pariwisata (S1),16,16,0,2
RD DIAH SRIHARTATI R,6707004,Arsitektur (D3),8,7,0,1
AAN KUSDIANA,6067562,Unknown,68,7,0,7
MAMAN ABDURAHMAN SAEPULRAHMAN,5999937,Unknown,288,7,0,0
FARHAN ZAKARIYYA,6722858,Psikologi (S1),15,6,0,2
AI NURHAYATI,5994450,Pendidikan Tata Boga (S1),136,6,0,6
ARYANTI,6798533,Pedagogik (S2),8,6,0,1
GEMALA NURENDAH,6691542,Psikologi (S1),28,6,0,2
MUHAMMAD NUR,6754368,Pendidikan IPS (S1),8,6,0,1
DIAN ADDINNA,6749268,Pendidikan Manajemen Perkantoran (S1),20,6,0,1
NURZAMAN,6121925,Unknown,96,6,0,3
SUMARDIYANTO,5995197,Unknown,44,9,0,3
ALI MECCA,6653045,Ilmu Komunikasi (S1),32,9,0,1
FAQIH SAMLAWI,5994693,Pendidikan Akuntansi (S1),13,9,0,0
ADE YULIANTO,6735029,Unknown,27,9,0,0
DUDUNG PRIATNA,6006765,PGSD Kampus Cibiru (S1),124,9,0,4
NUNY SULISTIANY IDRIS,6682825,Pendidikan Bahasa Indonesia Bagi Penutur Asing (S2),32,9,0,0
DIDIN SYAHRUDDIN,6006709,PGSD Kampus Cibiru (S1),44,9,0,3
DODDY RUSMONO,5995573,Unknown,57,9,0,4
RESPATY MULYANTO,6724824,PGSD Penjas Kampus Sumedang (S1),54,8,0,5
HERY SANTOSA,5995985,Pendidikan Seni Rupa (S1),37,8,0,0
NANANG SUPRIATNA,6738985,Pendidikan Seni Musik (S1),200,14,0,2
MUHAMMAD ARIEZ MUSTHOFA,5997910,Psikologi (S1),48,14,0,0
RUSWENDI PERMANA,5987789,Unknown,129,14,0,4
GIA NIKAWANTI,6653966,PGPAUD Kampus Purwakarta (S1),53,13,0,3
SRI MARHANAH,5993537,Manajemen Resort dan Leisure (S1),59,13,0,6
DADANG MACHMUDIN,6778774,Pendidikan Biologi (S1),22,13,0,2
ENGKUR KURDITA,6125039,Pendidikan Seni Musik (S1),38,13,0,2
ANI PINAYANI,5993275,Pendidikan Ekonomi (S1),67,13,0,3
SANDI BUDHI IRIAWAN,5995502,Pendidikan Guru Sekolah Dasar (S1),39,13,0,0
ENDA PERMANA,6721296,Unknown,33,13,0,3
ENCEP KUSUMAH,5993535,Pendidikan Bahasa Dan Sastra Indonesia (S1),37,6,0,2
"R. MOCH. RIZAL HAFIYAN, S.PD., M.DS.",6779918,Desain Produk Industri Kampus Tasikmalaya (S1),47,6,0,0
RACHMI NURSIFA YAHYA,6745655,Unknown,7,6,0,2
HOKCU SUHANDA,6683216,Pendidikan Kimia (S1),42,6,0,2
DEDI SASMITA,6799085,Pendidikan Fisika (S1),58,5,2,0
NURDIN,5995286,Administrasi Pendidikan (S1),204,5,0,1
BASIRAN,6146033,Unknown,11,5,0,0
SUDJIANTO,6005817,Pendidikan Bahasa Jepang (S1),26,5,0,0
SUHANDY SISWOYO,6000767,Arsitektur (S1),17,5,0,2
WAGINO HAMID HAMDANI,5994674,Unknown,57,5,0,2
ITA JUWITANINGRUM,6746336,Psikologi (S1),33,4,0,2
ALFIAN AZHAR YAMIN,6779734,Desain Produk Industri Kampus Tasikmalaya (S1),5,4,0,1
DEDENG ROSIDIN,6123374,Unknown,50,4,0,3
NENDEN LILIS AISYAH,5994508,Bahasa dan Sastra Indonesia (S1),104,4,0,2
MAKHMUD SYAFEI,5992359,Pendidikan Agama Islam (S2),42,4,0,2
MUCHAMAD HARTANTO,6745775,Unknown,9,4,0,3
EKA RAHMAT FAUZY,6778461,Pendidikan Bahasa Dan Sastra Indonesia (S1),5,4,0,1
RD SAFRINA,6126929,Linguistik (S3),43,4,0,2
ALI NUGRAHA,6140594,Pendidikan Guru Pendidikan Anak Usia Dini (S1),212,4,0,8
BEN NOVARRO BATUBARA,6710018,Teknik Sipil (S1),18,4,0,1
SUDJIANTO,6005817,Pendidikan Bahasa Jepang (S1),26,5,0,0
SUHANDY SISWOYO,6000767,Arsitektur (S1),17,5,0,2
IKBAL GENTAR ALAM,6166508,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",11,5,0,1
WINA SANJAYA,5987718,Unknown,301,5,0,20
LENI YULIYANTI,5995730,Pendidikan Akuntansi (S1),60,5,0,5
NONO HARSONO SUNARIA,6006178,Unknown,39,5,0,2
GHIA GHAIDA KANITA,6084910,Kewirausahaan Kampus Tasikmalaya (S1),39,4,0,2
ASEP KURNIAWAN,5993334,Pendidikan Akuntansi (S1),76,4,1,2
MUCHAMAD HARTANTO,6745775,Unknown,9,4,0,3
MAKHMUD SYAFEI,5992359,Pendidikan Agama Islam (S2),42,4,0,2
GHIA TRI JAYANTI,6779731,Desain Produk Industri Kampus Tasikmalaya (S1),3,2,0,0
BEBEN BARNAS,6806754,Unknown,28,1,0,1
SUKA PRAYANTA PANDIA,6745613,Manajemen Pemasaran Pariwisata (S1),9,1,0,1
DESIANI NATALINA MULIASARI,6097063,PGPAUD Kampus Cibiru (S1),64,1,0,4
ABRAHAM MORA,6778862,Kimia (S1),2,1,0,0
ALDIAN HUDAYA,6756536,Unknown,5,1,0,2
ELLINA RIENOVITA,6681702,Teknologi Pendidikan (S1),53,1,1,2
WAHYU ERIDIANA,5992779,Unknown,57,1,0,5
ILMIATI TSANIAH,6806935,Unknown,1,1,0,0
MUHAMMAD JAGAT DERMAWAN,6749544,Unknown,1,1,0,0
D WAHYUDIN,5995818,PGSD Kampus Purwakarta (S1),4,3,0,0
ADE CAHYANA,5994790,Unknown,29,3,0,3
NOVI PURNAMA KOSWARA,6763694,Musik (S1),4,3,0,0
LADY JANUASTI MERDIAN,6754787,Unknown,7,3,0,1
M. AZHARI PANJAITAN,6770980,Unknown,3,3,0,1
QISTIKE HANDAY PUGAR,6754567,Unknown,3,3,0,1
HERI PUSPITO DIYAH SETIYORINI,5978343,Manajemen Pemasaran Pariwisata (S1),172,3,1,7
DHARMA KESUMA,5994667,Unknown,272,3,0,10
ASEP RIDWAN LUBIS,6776953,Pendidikan Bisnis (S1),7,3,0,0
UEP TATANG SONTANI,5994535,Unknown,84,2,0,7
IRENA NOVARLIA,6784293,Industri Pariwisata (S1),10,4,0,1
BEN NOVARRO BATUBARA,6710018,Teknik Sipil (S1),18,4,0,1
FEBRIANA PRATIWI,6172529,Unknown,10,3,0,1
NINA SUNDARI,6006736,Unknown,63,3,0,4
FARHAN REZA PAZ,6745759,Musik (S1),4,3,0,0
RITA TILA,6745765,Musik (S1),4,3,0,0
YADI SUNARYADI,5994379,Pendidikan Kepelatihan Olahraga (S1),102,3,0,4
INU HARDI KUSUMAH,6721720,Pendidikan Teknologi dan Kejuruan (S2),66,3,0,5
SUHERMAN,6141851,Psikologi Pendidikan (S2),47,3,0,0
ADE CAHYANA,5994790,Unknown,29,3,0,3
NANDANG,6810537,Kewirausahaan Kampus Tasikmalaya (S1),1,1,0,0
ILMIATI TSANIAH,6806935,Unknown,1,1,0,0
MUHAMMAD JAGAT DERMAWAN,6749544,Unknown,1,1,0,0
NUR MUTHMAINAH,6787024,Pendidikan Bahasa Jerman (S1),5,1,0,0
GANANG DWI ASMORO,6745807,Musik (S1),12,1,0,1
DALLY NUR ARIF,6745748,Industri Pariwisata (S1),3,1,0,1
MUHAMMAD JAGAT DERMAWAN,6749535,Unknown,1,1,0,0
SUDIRMAN,6126824,Pendidikan Sejarah (S2),0,0,0,0
CHARLOTTE AMBAT HARUN,5994564,Unknown,25,0,0,3
REZKA BUNAIYA PRAYUDHA,6830458,Unknown,1,0,0,1
TITING ROHAYATI,6006822,Unknown,42,0,0,3
AFDHAL ZIKRI ZZ,6745824,Musik (S1),3,0,0,1
NIA SUTISNA,6038178,Unknown,26,0,0,3
HIDAYAT,6143552,Unknown,5,0,0,0
APEP KAMALUDIN,259507,Unknown,94,0,0,2
KUSMAN RUKMANA,6824170,PGSD Kampus Sumedang (S1),0,0,0,0
SETIAWATI,5995343,Bimbingan Dan Konseling (S2),4,0,0,0
BURHANUDDIN TR,6604841,Unknown,17,0,0,3
ENING WIDANINGSIH,6006733,Unknown,30,0,0,2
SOEPRAPTO RAKHMAT,6006953,Unknown,28,0,0,2
NOVI RESMINI,5993779,Bahasa dan Sastra Indonesia (S1),229,2,0,14
DADANG SUDRAJAT,5995404,Bimbingan Dan Konseling (S1),46,2,0,5
YUDI AHMAD HAMBALI,6745712,Ilmu Komputer (S1),5,2,0,0
SURYADI,5994871,Desain Komunikasi Visual (S1),16,2,0,0
DEDI SUPIYADI,6076725,Unknown,93,2,0,0
ASEP SETIADI,6127256,Unknown,50,2,0,0
ZULKILFI SIDIQ,6038302,Unknown,12,2,0,2
RENI HAERANI,6802163,Pendidikan Seni (S2),5,2,0,2
GHIA TRI JAYANTI,6779731,Desain Produk Industri Kampus Tasikmalaya (S1),3,2,0,0
RAMA WIJAYA ABDUL ROZAK,6655158,Unknown,164,2,0,0
MUHAMMAD HANIF,6720251,Unknown,1,0,0,0
TRI WIDODO,5986311,Unknown,20,0,0,1
KOMARIAH,6005585,PGSD Kampus Cibiru (S1),9,0,0,1
FUTRI USWATUN KHASANAH,6694543,Unknown,0,0,0,0
LINA AVIYANTI,6735786,Pendidikan Fisika (S1),29,0,1,0
SUROSO ADI YUDIANTO,6038437,Pendidikan Biologi (S2),49,0,0,5
SUDIRMAN,6126824,Pendidikan Sejarah (S2),0,0,0,0
CHARLOTTE AMBAT HARUN,5994564,Unknown,25,0,0,3
KARSO,5995268,Unknown,67,0,1,2
REZKA BUNAIYA PRAYUDHA,6830458,Unknown,1,0,0,1
CHARLOTTE AMBAT HARUN,5994564,Unknown,25,0,0,3
KARSO,5995268,Unknown,67,0,1,2
REZKA BUNAIYA PRAYUDHA,6830458,Unknown,1,0,0,1
DIAN YULIANA,5986682,Unknown,77,0,1,4
SUPRATMAN AGUS,5977480,Unknown,134,0,2,4
MOCH.ERYK KAMSORI,5993589,Unknown,0,0,0,0
KARDJONO,6745760,Unknown,3,0,0,0
WARDAYA,6038177,Unknown,57,0,0,3
 LUCKY HERLIAWAN YANUARSYAH AMALPUTRA,6796265,Pendidikan Bahasa Perancis (S2),4,0,0,0
DIDI SUPRIADIE,5996002,Unknown,108,0,0,5
R TATI KUSTIAWATI,5995232,Bimbingan Dan Konseling (S1),1,0,0,0
AMMI SYULASMI,6655570,Unknown,15,0,0,1
REGINA LICHTERIA PANJAITAN,5996995,PGSD Kampus Sumedang (S1),474,0,2,8
KARDJONO,6745760,Unknown,3,0,0,0
 LUCKY HERLIAWAN YANUARSYAH AMALPUTRA,6796265,Pendidikan Bahasa Perancis (S2),4,0,0,0
AMMI SYULASMI,6655570,Unknown,15,0,0,1
DIDI SUPRIADIE,5996002,Unknown,108,0,0,5
R TATI KUSTIAWATI,5995232,Bimbingan Dan Konseling (S1),1,0,0,0
REGINA LICHTERIA PANJAITAN,5996995,PGSD Kampus Sumedang (S1),474,0,2,8
SITI ASFIYAYI LILI N,6000143,Bimbingan Dan Konseling (S1),7,0,0,1
DEDI SUPRIAWAN,6041463,Unknown,111,0,1,6
ENANG SUMA ARIFYANTO,6122141,Unknown,41,0,0,1
AGUS MULYANA,6791319,PGSD Kampus Cibiru (S1),41,0,0,0
ARYANTI,6798533,Pedagogik (S2),8,6,0,1
GEMALA NURENDAH,6691542,Psikologi (S1),28,6,0,2
DIAN ADDINNA,6749268,Pendidikan Manajemen Perkantoran (S1),20,6,0,1
MUHAMMAD NUR,6754368,Pendidikan IPS (S1),8,6,0,1
NURZAMAN,6121925,Unknown,96,6,0,3
RITA SHINTAWATI,6124163,Unknown,63,6,0,2
SUDARSONO M I,6126974,Pendidikan Bahasa Inggris (S1),37,6,0,2
ROBANDI RONI MOH ARIFIN,6130541,Unknown,48,6,0,2
AYUNINGTYAS INDRAWATI,6088684,Unknown,17,6,0,5
"R. MOCH. RIZAL HAFIYAN, S.PD., M.DS.",6779918,Desain Produk Industri Kampus Tasikmalaya (S1),47,6,0,0
